"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","ZIhurdle_freshInt_effect","ZIhurdle_freshInt_se","ZIhurdle_freshInt_pvalue","ZIhurdle_pastInt_effect","ZIhurdle_pastInt_se","ZIhurdle_pastInt_pvalue","ZIhurdle_phaseEffect","ZIhurdle_genderEffect","ZIhurdle_ageEffect","ZIhurdle_bmiEffect","logit_enoughObservationsAbove10TPMforEstimation","logit_modelDeviance","logit_tpmThreshold","logit_freshInt_effect","logit_freshInt_se","logit_freshInt_pvalue","logit_pastInt_effect","logit_pastInt_se","logit_pastInt_pvalue","logit_phaseEffect","logit_genderEffect","logit_ageEffect","logit_bmiEffect","freshInt_pvalue_correct","pastInt_pvalue_correct","ZIhurdle_freshInt_pvalue_correct","ZIhurdle_pastInt_pvalue_correct","logit_freshInt_pvalue_correct","logit_pastInt_pvalue_correct"
NA,"K19126",0.003,0.2831,0,8.6691,7.2229,56.4789,"log-Gaussian",0.6436,NA,-0.0087,0.0534,0.8711,-0.0391,0.0533,0.4633,0.0033,0.0061,-8e-04,0.0247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5424,10,0.2056,0.387,0.5952,-0.1191,0.3999,0.7659,-0.0877,0.2555,-0.0275,0.1139,0.9499,0.7876,NA,NA,0.9994,NA
NA,"K19134",0,0.1114,0.1688,4.9537,3.6499,26.0142,"log-Gaussian",0.8197,NA,-0.1322,0.0447,0.0034,-0.0536,0.0446,0.2305,0.0386,0.0785,0.0065,0.0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6608,10,-0.2828,0.6438,0.6605,0.0644,0.5932,0.9135,0.1861,0.7949,0.0171,0.0985,0.1656,0.6887,NA,NA,0.9994,NA
NA,"K19137",0,0.9367,0.986,23.5341,22.2732,83.0283,"Gaussian",0.6636,NA,0.7925,0.9344,0.3972,-0.4069,0.9326,0.663,-0.3432,-2.0651,-0.0151,0.3181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4994,22.2732,0.3444,0.347,0.321,-0.2004,0.3449,0.5613,-0.0326,-0.3183,0.011,0.004,0.7596,0.8638,NA,NA,0.9994,NA
NA,"K19138",0,0.8614,3.7951,19.7852,18.0757,67.3638,"log-Gaussian",0.7548,NA,0.009,0.0368,0.8074,0.0088,0.0367,0.8114,-0.0064,-0.0971,-0.0037,-0.0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5581,18.0757,0.1663,0.3665,0.6499,-0.1895,0.368,0.6066,-0.0665,-0.5636,-0.0065,-0.0318,0.9281,0.9293,NA,NA,0.9994,NA
NA,"K19139",0,0.8283,2.1172,18.5726,17.3423,64.7365,"log-Gaussian",0.7347,NA,0.0055,0.0379,0.8844,-0.0073,0.0378,0.848,0.017,-0.07,-0.0025,-0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5931,17.3423,0.1339,0.3828,0.7264,0.0678,0.3821,0.8592,-0.2125,-0.6623,5e-04,-0.0729,0.9558,0.9404,NA,NA,0.9994,NA
NA,"K19140",0,0.8193,1.8408,17.9777,16.3002,60.6081,"log-Gaussian",0.7123,NA,-0.0015,0.0398,0.9707,-0.0018,0.0398,0.9635,0.0201,-0.0858,-0.0029,-0.0088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5523,16.3002,0.381,0.3649,0.2964,0.3435,0.3658,0.3477,-0.3906,-0.5126,-7e-04,-0.0701,0.987,0.9839,NA,NA,0.9994,NA
NA,"K19147",0,1,13.3451,54.571,52.7004,123.401,"log-Gaussian",0.6686,NA,-0.0462,0.0294,0.1171,0.0232,0.0293,0.4301,0.0249,-0.0593,0.0023,0.0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4296,52.7004,-0.4363,0.3253,0.1798,0.3455,0.3248,0.2874,0.0989,-0.0181,0.0113,0.0151,0.5522,0.7725,NA,NA,0.9994,NA
NA,"K19156",0.003,0.5271,0,12.707,10.4848,74.0472,"log-Gaussian",0.6759,NA,-0.0207,0.0568,0.7167,0.0026,0.0567,0.9639,0.0647,-0.0055,0.0159,-0.0336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5213,10.4848,0.4449,0.3563,0.2118,-0.007,0.3555,0.9842,-0.3114,0.0034,0.0688,-0.0979,0.8927,0.984,NA,NA,0.9994,NA
NA,"K19157",0,1,60.4201,230.1429,217.3845,893.034,"Gaussian",0.7965,NA,-14.5149,6.5669,0.028,-27.7626,6.5533,0,2.0502,24.0677,-0.0762,-2.6034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5802,217.3845,-0.072,0.3775,0.8487,-0.7762,0.3791,0.0406,-0.1184,0.7234,0.0094,-0.1748,0.3382,0.0404,NA,NA,0.9997,NA
NA,"K19158",0,1,14.5821,152.6345,127.231,532.347,"Gaussian",0.7674,NA,5.6423,6.53,0.3884,-4.9831,6.5166,0.4452,2.3694,12.0763,-0.247,-0.8188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6238,127.231,0.0705,0.402,0.8607,-0.0206,0.3984,0.9587,0.2002,0.5436,-0.0105,-0.1773,0.7566,0.7797,NA,NA,0.9997,NA
NA,"K19159",0.003,0.9819,0,34.6096,31.9843,122.885,"Gaussian",0.6934,NA,-0.7864,1.3812,0.5696,2.0546,1.3785,0.1373,1.266,-3.2475,0.0731,-0.2197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.502,31.9843,0.0336,0.3451,0.9225,0.3762,0.3483,0.2801,-0.1918,-0.6315,0.0126,-0.0358,0.8285,0.5852,NA,NA,0.9997,NA
NA,"K19166",0.0211,0.256,0,8.6602,3.6986,86.3643,"log-Gaussian",0.7689,NA,0.0703,0.0776,0.3659,0.0393,0.0775,0.6127,-0.0428,-0.0703,-0.0136,-0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.687,10,0.165,0.4867,0.7346,0.153,0.4838,0.7518,-0.7983,-0.1334,-0.0492,-0.0733,0.751,0.8407,NA,NA,0.9994,NA
NA,"K19167",0,0.994,5.7656,56.9272,51.9384,192.679,"Gaussian",0.7254,NA,-0.7008,2.1255,0.7419,1.8973,2.1212,0.3719,2.0824,1.957,0.119,-1.7987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5223,51.9384,0.1909,0.3538,0.5894,0.3084,0.3543,0.3841,0.318,-0.0891,0.0045,-0.202,0.9044,0.7525,NA,NA,0.9994,NA
NA,"K19169",0,0.1777,0.1737,6.5453,4.5679,44.7794,"log-Gaussian",0.7318,NA,-0.0602,0.0556,0.2803,0.0206,0.0555,0.7113,0.0137,0.0214,0.0051,0.0146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5263,10,-0.6585,0.4814,0.1713,0.2733,0.419,0.5142,0.4367,-0.2006,-0.001,0.0949,0.7129,0.8899,NA,NA,0.9994,NA
NA,"K19170",0,0.1717,0.0458,6.7255,5.3094,43.1225,"log-Gaussian",0.7868,NA,-0.0036,0.0477,0.9399,0.0614,0.0476,0.1983,-0.0752,0.15,0.0039,0.0051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6097,10,-0.7429,0.5228,0.1553,0.0988,0.4735,0.8348,-0.6501,-0.2364,0.0109,-0.0984,0.9788,0.658,NA,NA,0.9994,NA
NA,"K19171",0,0.6627,0.3029,15.8288,13.285,93.1833,"log-Gaussian",0.7771,NA,-0.1101,0.0489,0.0253,2e-04,0.0488,0.9968,-0.0592,0.1745,0.0028,0.0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4689,13.285,-0.3883,0.336,0.2478,-0.0546,0.337,0.8713,-0.2197,0.762,2e-04,0.0211,0.3238,0.9973,NA,NA,0.9994,NA
NA,"K19172",0,0.2018,0.0816,7.2701,5.4791,61.3166,"log-Gaussian",0.7682,NA,-0.0234,0.0546,0.6687,0.0598,0.0545,0.2736,-0.0825,0.1058,0.0047,-0.0067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.569,10,-0.3966,0.4613,0.39,0.4087,0.4294,0.3412,-0.5609,-0.0378,5e-04,-0.006,0.8665,0.709,NA,NA,0.9994,NA
NA,"K19181",0.006,0.2801,0,8.0049,5.5955,52.7043,"log-Gaussian",0.5991,NA,0.0779,0.0812,0.3387,-0.0309,0.0811,0.7038,-0.0581,-0.1281,-0.0076,-0.0149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4175,10,0.542,0.3433,0.1144,0.0015,0.3564,0.9967,-0.3478,-0.0698,-0.0106,-0.033,0.7358,0.8868,NA,NA,0.9994,NA
NA,"K19200",0,0.5813,1.5151,13.7994,11.4324,50.3038,"Gaussian",0.799,NA,0.3102,0.5837,0.5955,-0.4966,0.5825,0.3947,-0.5744,-0.345,-0.0548,-0.4327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6267,11.4324,0.5156,0.4016,0.1992,0.4869,0.4036,0.2277,-0.1039,-0.0153,-0.0296,-0.1092,0.8321,0.7596,NA,NA,0.9994,NA
NA,"K19221",0,1,23.0386,126.6947,125.9315,212.094,"Gaussian",0.6454,NA,-3.4823,2.5014,0.1651,-3.6148,2.4967,0.1489,3.4001,-9.0686,-0.2186,1.2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4766,125.9315,0.0208,0.3399,0.9513,0.1761,0.3389,0.6034,0.3228,-0.9295,-0.0132,0.0994,0.6234,0.6012,NA,NA,0.9997,NA
NA,"K19222",0,0.4699,0.5519,12.0477,9.1636,68.5373,"log-Gaussian",0.6258,NA,0.01,0.0609,0.8702,-0.0517,0.0608,0.396,-0.0299,-0.1331,-0.0024,-0.0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3837,10,0.0627,0.3123,0.8409,-0.1211,0.3136,0.6994,0.0175,-0.5953,-0.0115,-0.03,0.9499,0.7596,NA,NA,0.9997,NA
NA,"K19225",0,1,24.8952,101.8395,103.983,177.706,"Gaussian",0.7112,NA,-1.0881,1.9185,0.5711,-0.5223,1.9147,0.7852,3.5905,-11.2625,-0.1303,-0.2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5139,103.983,-0.0613,0.3491,0.8606,0.4789,0.3518,0.1734,0.3849,-0.5489,1e-04,0.0051,0.8285,0.9216,NA,NA,0.9997,NA
"Pyruvate","K19244",0,0.2108,0.9264,6.9967,6.053,26.695,"log-Gaussian",0.7797,NA,0.0335,0.038,0.3789,-0.0455,0.038,0.2316,-0.0375,0.135,0.0067,-0.0051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5319,10,-0.4884,0.4333,0.2597,-0.0659,0.4155,0.874,-0.503,0.5344,0.0287,0.1192,0.7536,0.6892,NA,NA,0.9994,NA
NA,"K19265",0,1,12.2176,92.2633,94.6138,158.591,"Gaussian",0.6635,NA,-1.5735,1.5668,0.3162,-3.3053,1.5638,0.0355,1.2916,-4.1152,-0.2422,0.5312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5283,94.6138,-0.1951,0.3562,0.5839,-0.1888,0.3574,0.5973,0.1466,-0.7743,-0.0398,0.0169,0.7275,0.3619,NA,NA,0.9994,NA
NA,"K19267",0.003,0.3675,0,9.5438,7.7841,47.0339,"log-Gaussian",0.7622,NA,-0.0628,0.0466,0.1786,-0.1641,0.0465,5e-04,0.0999,7e-04,-0.0072,0.0247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5823,10,-0.2647,0.3911,0.4985,-0.2749,0.3929,0.4841,0.3126,-0.1424,-0.036,0.0731,0.6373,0.08,NA,NA,0.9994,NA
NA,"K19271",0,1,20.5326,61.9577,57.6478,151.64,"Gaussian",0.679,NA,2.3157,1.8817,0.2196,1.877,1.878,0.3185,-0.4068,4.2019,0.2846,-0.4778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3527,57.6478,0.2164,0.306,0.4795,0.3508,0.3059,0.2515,-0.0387,0.3818,0.0251,-0.0528,0.6763,0.7281,NA,NA,0.9994,NA
NA,"K19294",0,1,71.9596,254.4325,254.9885,367.397,"Gaussian",0.6411,NA,-3.5017,4.5089,0.4381,-3.7806,4.5005,0.4017,3.568,10.6752,0.7955,-0.2157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4565,254.9885,-0.0133,0.3327,0.968,0.2408,0.3337,0.4706,-0.1584,0.5408,0.0408,0.0125,0.7767,0.7601,NA,NA,0.9997,NA
NA,"K19295",0,0.8645,4.2344,17.0975,15.5746,71.6603,"log-Gaussian",0.6918,NA,-0.0058,0.0339,0.8641,-0.1015,0.0339,0.003,0.0256,-0.0709,0.0033,-0.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5559,15.5746,0.6122,0.3701,0.0981,-0.0054,0.3657,0.9881,-0.2977,-0.621,0.0182,-0.0162,0.948,0.1622,NA,NA,0.9994,NA
NA,"K19302",0,1,44.0238,152.9782,154.19,223.189,"Gaussian",0.5685,NA,-2.5587,2.4185,0.291,-1.6418,2.414,0.497,1.7609,0.3711,0.0171,0.4179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4078,154.19,-0.0712,0.3175,0.8226,0.3285,0.3208,0.3059,0.2613,0.097,0.0168,-0.0057,0.7165,0.801,NA,NA,0.9997,NA
NA,"K19304",0,1,15.0974,68.174,63.8536,173.209,"Gaussian",0.7618,NA,-2.1781,1.7638,0.218,-0.9413,1.7602,0.5933,0.7604,7.0696,0.1224,0.8014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.514,63.8536,0.1552,0.3513,0.6587,0.0823,0.3501,0.8142,0.3882,0.7012,0.024,0.0875,0.6756,0.8314,NA,NA,0.9994,NA
NA,"K19309",0,0.994,9.0782,58.6158,49.2169,183.655,"Gaussian",0.9171,NA,-0.8512,1.5627,0.5865,-0.9326,1.5593,0.5504,2.4563,-8.345,-0.3187,-0.4046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7225,49.2169,0.086,0.4591,0.8514,-0.7274,0.4731,0.1242,0.3431,-0.0331,-0.0465,0.0746,0.8298,0.8226,NA,NA,0.9997,NA
NA,"K19310",0,1,15.6814,142.7298,119.2055,456.407,"Gaussian",0.9181,NA,-0.6339,3.6363,0.8618,-1.5824,3.6284,0.6631,5.024,-18.2645,-0.6387,-0.8201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6548,119.2055,-0.0553,0.4151,0.8941,-0.2274,0.4158,0.5845,-0.4397,-0.1032,-0.0249,0.0275,0.9475,0.8638,NA,NA,0.9997,NA
NA,"K19333",0,0.7651,1.299,14.5815,13.4294,51.2242,"Gaussian",0.7045,NA,-1.3489,0.5721,0.0191,-1.0241,0.5709,0.0741,0.191,1.1536,-0.0396,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4368,13.4294,-0.4692,0.3288,0.1536,-0.0664,0.3257,0.8384,0.2762,-2e-04,-0.0217,0.1361,0.2986,0.4759,NA,NA,0.9994,NA
NA,"K19334",0,1,20.3405,79.7699,76.1662,235.733,"Gaussian",0.7017,NA,-1.0606,2.3918,0.6578,-2.8297,2.387,0.237,-1.7536,0.4822,0.0276,1.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5467,76.1662,0.288,0.367,0.4327,0.1154,0.3621,0.75,-0.1691,0.3724,-0.0109,0.1249,0.8621,0.6931,NA,NA,0.9994,NA
NA,"K19350",0,0.6355,0.9813,14.0733,12.4376,48.33,"log-Gaussian",0.7323,NA,-0.0066,0.0428,0.8771,-0.0147,0.0427,0.7311,0.0136,0.2467,0.0094,-0.0108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5522,12.4376,0.1372,0.3667,0.7084,-0.135,0.3667,0.7128,0.1257,1.0194,0.0588,-0.1102,0.9518,0.9014,NA,NA,0.9994,NA
NA,"K19353",0,0.6446,1.0012,21.8948,13.8621,161.706,"log-Gaussian",0.7923,NA,-0.0566,0.0617,0.3603,-0.0233,0.0616,0.706,-0.0086,-0.0132,-0.0087,0.0115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.567,13.8621,-0.1096,0.3738,0.7694,-0.1425,0.3707,0.7008,0.1056,0.0496,-0.0364,0.0595,0.7488,0.8881,NA,NA,0.9994,NA
NA,"K19354",0,0.1506,0.1074,5.7535,4.2009,40.5953,"log-Gaussian",0.7396,NA,0.0146,0.0542,0.7882,0.0465,0.054,0.3904,0.034,0.1596,0.0065,-0.0275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6227,10,0.129,0.5213,0.8046,0.1974,0.5162,0.7022,0.4525,0.4737,0.0081,-0.0933,0.9228,0.7566,NA,NA,0.9997,NA
NA,"K19355",0.003,0.1988,0,7.1762,4.4428,69.6241,"Gaussian",0.691,NA,-0.2728,0.7542,0.7179,-0.0374,0.7528,0.9605,-0.7907,-0.2708,-0.1413,-0.1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5093,10,0.5956,0.4119,0.1481,0.2707,0.4204,0.5196,-0.6716,0.3383,-0.0493,0.0157,0.8931,0.983,NA,NA,0.9994,NA
NA,"K19405",0,0.9458,4.8672,27.4679,25.8796,85.3415,"log-Gaussian",0.6643,NA,0.0066,0.0437,0.8801,0.0079,0.0436,0.8562,-0.0198,0.2975,0.0084,-0.0158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4708,25.8796,0.0051,0.3357,0.988,-0.5536,0.3393,0.1027,-0.2904,1.3223,0.0307,-0.0848,0.9532,0.9447,NA,NA,0.9997,NA
NA,"K19411",0,0.988,5.9798,34.2423,32.3302,94.004,"log-Gaussian",0.6474,NA,-0.0223,0.0406,0.5829,0.011,0.0405,0.7867,-0.0089,0.2479,0.0086,-0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4425,32.3302,-0.06,0.3285,0.8551,-0.1938,0.331,0.5582,-0.0413,1.1119,0.0401,-0.062,0.8294,0.9224,NA,NA,0.9997,NA
NA,"K19419",0,0.7861,0.1414,16.4701,15.7306,56.8964,"log-Gaussian",0.688,NA,-0.0182,0.0445,0.6829,-0.0049,0.0444,0.912,0.0233,-0.1622,-0.0022,0.0242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5342,15.7306,0.1381,0.3605,0.7017,0.2914,0.357,0.4143,0.8188,-0.7482,-0.0079,0.1253,0.8761,0.9664,NA,NA,0.9994,NA
NA,"K19423",0,0.6084,0.9759,13.7605,11.5544,113.511,"Gaussian",0.7786,NA,-0.0463,0.7917,0.9534,-0.637,0.7901,0.4209,0.9153,-2.2737,-0.0138,0.2682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4918,11.5544,0.4582,0.3443,0.1833,-0.2525,0.3435,0.4622,0.1873,0.2837,0.0012,0.1866,0.9818,0.7661,NA,NA,0.9994,NA
NA,"K19424",0.006,0.3042,0,8.5296,6.6599,48.0753,"log-Gaussian",0.7714,NA,0.0329,0.0564,0.5602,-0.0114,0.0562,0.8397,0.0041,-0.2473,0.0022,-0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5866,10,0.4189,0.3963,0.2904,-0.3167,0.4151,0.4455,0.0542,-0.7627,0.0118,-0.1741,0.8252,0.9383,NA,NA,0.9994,NA
NA,"K19504",0,0.8253,0.3546,18.7271,16.4491,70.1604,"log-Gaussian",0.7846,NA,0.0278,0.039,0.4769,-0.1112,0.0389,0.0046,0.126,-0.1601,-0.0077,0.0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5996,16.4491,-0.0322,0.3842,0.9332,-0.633,0.3877,0.1025,0.9648,-1.3039,-0.0397,0.0706,0.7932,0.1776,NA,NA,0.9997,NA
NA,"K19505",0,0.762,0.997,18.0625,15.5814,76.0205,"log-Gaussian",0.7667,NA,0.0118,0.046,0.7977,0.0456,0.0459,0.3219,0.0742,-0.135,-0.0086,0.0198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5181,15.5814,0.4762,0.3528,0.1771,0.1653,0.3529,0.6394,0.3259,-0.4761,-0.036,0.0514,0.9256,0.7293,NA,NA,0.9994,NA
NA,"K19506",0,0.9458,1.9029,27.4803,24.7411,76.0673,"Gaussian",0.7642,NA,-0.4945,1.0485,0.6376,-1.4918,1.0464,0.1552,1.9908,-1.8068,-0.2621,1.3857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5154,24.7411,-0.6032,0.3547,0.089,-0.178,0.3512,0.6123,0.2579,-0.1039,-0.043,0.1883,0.8524,0.6115,NA,NA,0.9994,NA
NA,"K19507",0,0.9548,1.6405,31.4993,28.7367,102.557,"log-Gaussian",0.7656,NA,-0.0012,0.0379,0.9745,-0.0876,0.0378,0.0214,0.0861,-0.2252,-0.0099,0.0283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4688,28.7367,-0.5338,0.3385,0.1149,-0.3638,0.3371,0.2806,-0.0297,-0.8472,-0.0453,0.085,0.9887,0.3059,NA,NA,0.9994,NA
NA,"K19508",0,0.9398,3.1688,30.5573,27.9205,86.4531,"log-Gaussian",0.7874,NA,-0.0035,0.0392,0.9286,-0.0956,0.0392,0.0154,0.0796,-0.2284,-0.0072,0.0203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6084,27.9205,0.0729,0.3926,0.8527,-0.1796,0.3899,0.6451,0.5086,-1.0597,-0.0395,0.0309,0.9739,0.2834,NA,NA,0.9997,NA
NA,"K19509",0,0.8645,1.4455,21.5965,18.8015,79.5557,"log-Gaussian",0.8176,NA,0.0285,0.0381,0.4548,-0.1286,0.038,8e-04,0.1015,-0.3225,-0.0086,0.0335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6645,18.8015,-0.1371,0.4133,0.7401,-1.4728,0.4488,0.001,0.8553,-2.0521,-0.0476,0.1231,0.7841,0.0992,NA,NA,0.9994,NA
NA,"K19510",0,0.9759,4.7364,32.8581,30.4622,81.2096,"log-Gaussian",0.7374,NA,-0.0301,0.0342,0.3799,-0.1337,0.0341,1e-04,0.0391,-0.1298,-0.0073,0.0526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5209,30.4622,0.0144,0.3532,0.9674,-0.7892,0.3609,0.0288,0.2115,-1.0825,-0.0373,0.2049,0.7536,0.0448,NA,NA,0.9997,NA
NA,"K19545",0.003,0.753,0,33.8002,21.3148,427.044,"Gaussian",0.9264,NA,-2.2801,2.0822,0.2746,-0.4953,2.0776,0.8118,3.5825,-8.014,-0.5916,-1.8861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7903,21.3148,-0.3867,0.5369,0.4714,-0.758,0.5337,0.1555,0.6429,-0.3747,-0.0551,0.0067,0.7092,0.9293,NA,NA,0.9994,NA
NA,"K19575",0,1,16.1797,79.3469,76.7998,150.017,"Gaussian",0.6177,NA,1.1485,1.8372,0.5324,-3.0535,1.8338,0.0971,2.0267,-6.6379,0.1445,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4202,76.7998,0.4297,0.3241,0.1848,-0.0848,0.3225,0.7926,0.0774,-1.0177,0.0114,0.1019,0.8151,0.5181,NA,NA,0.9994,NA
NA,"K19689",0,1,27.3305,127.8027,128.7715,211.858,"Gaussian",0.5432,NA,-1.2328,1.9837,0.5348,-3.1687,1.9803,0.1108,2.2122,-3.1218,0.2954,0.8595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4601,128.7715,0.1025,0.3365,0.7608,-0.3729,0.3343,0.2647,0.3908,-0.6295,0.0433,0.1121,0.816,0.5409,NA,NA,0.9994,NA
NA,"K19693",0,0.9096,2.7561,71.668,55.7666,408.613,"log-Gaussian",0.5173,NA,0.1626,0.1011,0.1091,0.0115,0.1009,0.9096,-8e-04,-0.1509,-0.0101,-0.0205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2647,55.7666,0.8112,0.2934,0.0057,0.4749,0.2896,0.1011,-0.2059,-0.476,-0.0105,-0.0622,0.5388,0.9658,NA,NA,0.755,NA
NA,"K19701",0,0.9458,0.823,22.7102,20.6755,70.4725,"Gaussian",0.6745,NA,-0.0884,0.9047,0.9222,-1.3304,0.9029,0.1418,-1.1325,-0.2515,-0.1271,0.0417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4902,20.6755,-0.2036,0.3431,0.5529,-0.1147,0.3424,0.7376,-0.07,-0.0469,-0.0303,-0.0319,0.9707,0.593,NA,NA,0.9994,NA
NA,"K19802",0,0.75,1.5922,13.8962,12.7987,35.3218,"log-Gaussian",0.6581,NA,0.0046,0.038,0.9039,-0.1177,0.0379,0.0021,0.0152,0.0111,-0.0029,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3784,12.7987,0.2307,0.3119,0.4595,-0.5737,0.3126,0.0665,-0.1524,0.1097,-0.0184,0.0208,0.9637,0.1367,NA,NA,0.9994,NA
NA,"K19824",0,1,65.6944,192.1788,193.467,270.683,"Gaussian",0.5061,NA,-1.1868,2.7264,0.6637,-1.2878,2.7218,0.6365,2.4065,-5.8901,0.3254,0.9742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3774,193.467,0.6487,0.3167,0.0405,0.1651,0.3139,0.5988,0.2521,-0.8079,0.0363,0.0898,0.8639,0.8524,NA,NA,0.9829,NA
NA,"K19954",0,0.2711,0.5682,7.9755,6.4817,46.4001,"log-Gaussian",0.6578,NA,-0.0433,0.0523,0.4085,-0.0382,0.0522,0.4647,0.0285,0.0525,-0.0114,0.0325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4369,10,-0.4242,0.3668,0.2474,-0.1867,0.3591,0.6032,0.4417,0.1959,-0.0356,0.1455,0.7622,0.7876,NA,NA,0.9994,NA
NA,"K19955",0,0.9608,4.1788,20.6464,20.279,52.3862,"log-Gaussian",0.6357,NA,0.0086,0.0322,0.7894,0.0248,0.0321,0.4399,0.0498,-0.1206,-0.0036,-0.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3837,20.279,0.2561,0.3144,0.4153,-0.0023,0.3126,0.994,0.1726,-0.8277,-0.0219,-0.0382,0.9228,0.7781,NA,NA,0.9994,NA
NA,"K19956",0,0.988,7.333,34.8238,31.5647,135.023,"log-Gaussian",0.6382,NA,0.022,0.0441,0.6178,0.1713,0.044,1e-04,0.0709,-0.1253,-0.0026,-0.0182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4814,31.5647,0.047,0.3378,0.8893,0.8848,0.3453,0.0104,0.2358,-0.4203,-0.0212,-0.1318,0.8443,0.0448,NA,NA,0.9997,NA
NA,"K19997",0,0.2711,0.2933,8.2028,5.997,51.8654,"Gaussian",0.76,NA,0.0392,0.567,0.945,0.2085,0.5658,0.7128,-0.9582,2.5968,-0.0408,-0.1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6824,10,0.5824,0.4639,0.2093,-0.117,0.4859,0.8097,-0.8031,0.927,-0.0026,-0.0637,0.9806,0.8904,NA,NA,0.9994,NA
