"SCFA","gene","relFreq_zeroTPM","relFreq_min10TPM","min_tpmAbd","mean_tpmAbd","median_tpmAbd","max_tpmAbd","baseline_medianTPMAbd","baseline_prevalence","postFresh_medianTPMAbd","postFresh_prevalence","postPast_medianTPMAbd","postPast_prevalence","model","model_deviance","model_meanAbsResid","freshInt_effect","freshInt_se","freshInt_pvalue","pastInt_effect","pastInt_se","pastInt_pvalue","phaseEffect","genderEffect","ageEffect","bmiEffect","freshInt_ageLow_effect","freshInt_ageHigh_effect","freshInt_ageLow_se","freshInt_ageHigh_se","freshInt_ageLow_pvalue","freshInt_ageHigh_pvalue","freshInt_sexM_effect","freshInt_sexW_effect","freshInt_sexM_se","freshInt_sexW_se","freshInt_sexM_pvalue","freshInt_sexW_pvalue","freshInt_bmiLow_effect","freshInt_bmiHigh_effect","freshInt_bmiLow_se","freshInt_bmiHigh_se","freshInt_bmiLow_pvalue","freshInt_bmiHigh_pvalue","pastInt_ageLow_effect","pastInt_ageHigh_effect","pastInt_ageLow_se","pastInt_ageHigh_se","pastInt_ageLow_pvalue","pastInt_ageHigh_pvalue","pastInt_sexM_effect","pastInt_sexW_effect","pastInt_sexM_se","pastInt_sexW_se","pastInt_sexM_pvalue","pastInt_sexW_pvalue","pastInt_bmiLow_effect","pastInt_bmiHigh_effect","pastInt_bmiLow_se","pastInt_bmiHigh_se","pastInt_bmiLow_pvalue","pastInt_bmiHigh_pvalue","freshInt_pvalue_correct","pastInt_pvalue_correct","freshInt_ageLow_pvalue_correct","pastInt_ageLow_pvalue_correct","freshInt_ageHigh_pvalue_correct","pastInt_ageHigh_pvalue_correct","freshInt_sexM_pvalue_correct","pastInt_sexM_pvalue_correct","freshInt_sexW_pvalue_correct","pastInt_sexW_pvalue_correct","freshInt_bmiLow_pvalue_correct","pastInt_bmiLow_pvalue_correct","freshInt_bmiHigh_pvalue_correct","pastInt_bmiHigh_pvalue_correct"
NA,"K03563",0,0.9825,5.029,64.0415,52.4004,288.006,49.5626,0.9883,54.1746,0.9767,62.0283,0.9765,"log-Gaussian",0.5517,NA,-0.0843,0.067,0.2094,0.0089,0.0673,0.8949,0.0995,-0.1581,0.0018,-0.0109,-0.0626,-0.1104,0.091,0.1,0.4922,0.2703,-0.0952,-0.0765,0.1019,0.0886,0.3507,0.389,-0.1309,-0.0053,0.0846,0.1102,0.1231,0.9618,0.01,0.0075,0.091,0.1008,0.9129,0.9405,0.1284,-0.0828,0.1019,0.0892,0.2087,0.3545,0.0062,0.0132,0.0846,0.1114,0.9418,0.9056,0.5976,0.9575,0.8564,0.9861,0.7731,0.9919,0.8581,0.8171,0.8743,0.8608,0.6233,0.9894,0.9917,0.9825
NA,"K03564",0,1,10.7034,112.1621,115.8415,176.708,116.711,1,117.22,1,112.466,1,"Gaussian",0.6894,NA,-2.653,2.1609,0.2206,-4.5293,2.1694,0.0378,1.0135,-5.5033,-0.4547,1.5855,-3.0345,-2.2063,2.936,3.2228,0.3023,0.4942,-2.1107,-3.0637,3.305,2.8744,0.5236,0.2875,-5.4439,2.1006,2.7136,3.534,0.0459,0.5528,-3.552,-5.7247,2.936,3.251,0.2274,0.0794,-4.0507,-4.897,3.305,2.8943,0.2214,0.0918,-7.0145,-0.2456,2.7136,3.5717,0.0103,0.9452,0.6101,0.3519,0.7855,0.766,0.8574,0.7231,0.895,0.8248,0.8414,0.708,0.5165,0.3969,0.887,0.9896
NA,"K03565",0,1,48.3604,166.2682,167.7545,217.922,167.091,1,168.759,1,167.715,1,"Gaussian",0.4847,NA,-2.9579,2.1059,0.1613,-4.5194,2.1142,0.0334,1.6639,1.0973,0.126,0.5028,-1.0824,-5.2072,2.8544,3.1338,0.7048,0.0977,-2.6503,-3.182,3.2125,2.7947,0.4101,0.2559,-4.5539,-0.2536,2.6594,3.4635,0.0879,0.9417,-5.3246,-3.5348,2.8544,3.1612,0.0632,0.2645,-7.0585,-2.5705,3.2125,2.814,0.0288,0.3618,-4.4024,-4.7347,2.6594,3.5005,0.099,0.1773,0.5548,0.3363,0.9319,0.7183,0.7321,0.7713,0.8767,0.5267,0.8373,0.8623,0.6008,0.606,0.9894,0.6775
NA,"K03568",0,0.9123,5.2914,21.1522,18.2357,80.7764,18.4941,0.9415,19.0168,0.8953,17.2231,0.8706,"log-Gaussian",0.8058,NA,-0.0087,0.0306,0.7773,-0.0631,0.0307,0.0412,0.009,0.098,0.009,0.0187,-0.036,0.0246,0.0415,0.0455,0.3857,0.5892,-0.0293,0.007,0.0467,0.0406,0.5317,0.8624,-0.0393,0.0434,0.0386,0.0502,0.3096,0.3887,-0.0989,-0.0191,0.0415,0.0459,0.0178,0.6776,-0.1053,-0.0307,0.0467,0.0409,0.025,0.4541,-0.0938,-0.01,0.0386,0.0507,0.0157,0.8441,0.9071,0.362,0.8125,0.6846,0.8894,0.9219,0.8981,0.5091,0.9713,0.8827,0.7678,0.4132,0.81,0.97
NA,"K03569",0,1,90.4443,269.8763,271.9875,353.138,272.085,1,272.355,1,271.741,1,"Gaussian",0.5757,NA,-4.6862,3.1712,0.1406,-3.4199,3.1837,0.2837,2.965,-0.1552,0.6055,0.6497,-3.8345,-5.7182,4.3102,4.7318,0.3745,0.2279,-9.8452,-0.7725,4.824,4.1962,0.0422,0.8541,-5.4864,-3.3234,4.0119,5.2249,0.1726,0.5253,-3.0045,-3.9278,4.3102,4.7731,0.4864,0.4113,-8.0457,0.1273,4.824,4.2252,0.0965,0.976,-4.333,-1.8421,4.0119,5.2807,0.2811,0.7275,0.5352,0.652,0.8105,0.8544,0.766,0.824,0.5816,0.7186,0.9705,0.9948,0.6736,0.752,0.8794,0.9458
NA,"K03570",0,1,43.5906,134.7042,133.687,199.471,134.907,1,132.1645,1,132.886,1,"Gaussian",0.6693,NA,-2.0096,1.797,0.2644,-4.0079,1.8041,0.0272,0.8481,1.0981,0.3377,0.4615,-2.8991,-0.9493,2.442,2.6807,0.2362,0.7235,-2.5176,-1.6155,2.7394,2.3825,0.3589,0.4983,-3.4764,0.4804,2.2695,2.9556,0.1268,0.871,-4.2079,-3.7487,2.442,2.7041,0.086,0.1668,-6.7497,-1.9053,2.7394,2.399,0.0144,0.4278,-4.6591,-2.8889,2.2695,2.9872,0.0411,0.3344,0.644,0.32,0.7672,0.7239,0.9355,0.7544,0.8623,0.4518,0.8911,0.8806,0.6261,0.5023,0.9743,0.7784
NA,"K03571",0,1,23.331,117.1632,117.833,176.062,118.248,1,117.6335,1,117.649,1,"Gaussian",0.5217,NA,-1.6835,1.8282,0.3579,-1.8744,1.8354,0.308,2.777,-2.6294,0.1283,0.8896,-1.3113,-2.1526,2.4797,2.7223,0.5974,0.4298,-5.7137,1.3704,2.7723,2.4116,0.0403,0.5703,-3.9797,2.2167,2.3012,2.997,0.0849,0.4602,-0.1401,-3.9983,2.4797,2.746,0.955,0.1465,-4.6902,0.2852,2.7723,2.4283,0.0918,0.9066,-3.1352,0.2957,2.3012,3.029,0.1742,0.9223,0.6929,0.6671,0.8938,0.9955,0.8318,0.7499,0.5728,0.708,0.9075,0.9833,0.5949,0.6764,0.8491,0.9865
NA,"K03572",0,1,33.7325,123.7579,123.838,173.414,123.899,1,123.379,1,124.256,1,"Gaussian",0.5758,NA,-2.6208,1.5446,0.0909,-2.1214,1.5507,0.1724,1.3629,3.4992,0.3287,0.0936,-2.6752,-2.5653,2.1001,2.3056,0.2038,0.2668,-2.9293,-2.3806,2.356,2.0494,0.2148,0.2464,-1.9661,-3.7304,1.9535,2.5441,0.3151,0.1437,-2.1631,-2.0596,2.1001,2.3257,0.3039,0.3766,-4.1774,-0.5439,2.356,2.0635,0.0773,0.7923,-1.969,-2.3818,1.9535,2.5713,0.3144,0.3551,0.4674,0.5683,0.766,0.787,0.7719,0.8107,0.8171,0.683,0.8373,0.9571,0.7702,0.7702,0.6503,0.7908
NA,"K03573",0,0.6228,1.3198,16.7893,13.2994,97.423,13.3744,0.6257,13.3472,0.6163,13.1641,0.6235,"log-Gaussian",0.8039,NA,-0.0252,0.0495,0.6108,0.0011,0.0497,0.9829,0.0166,0.0547,0.0041,0.0361,-0.0147,-0.0383,0.0672,0.0738,0.8267,0.6046,-0.0288,-0.0221,0.0752,0.0654,0.7017,0.7361,-0.0598,0.0332,0.0625,0.0814,0.3397,0.6833,0.033,-0.038,0.0672,0.0744,0.6241,0.61,-0.1006,0.079,0.0752,0.0658,0.1819,0.2312,0.0144,-0.0223,0.0625,0.0822,0.8178,0.7862,0.8239,0.9934,0.9628,0.9003,0.8953,0.8958,0.9366,0.8057,0.946,0.8351,0.7813,0.9645,0.9336,0.9605
NA,"K03574",0,1,78.8106,220.0955,220.165,346.572,221.414,1,220.165,1,215.348,1,"Gaussian",0.572,NA,-1.5822,3.9243,0.6871,-6.5845,3.9397,0.0958,3.8194,11.0415,0.3322,1.8943,-2.4711,-0.5133,5.3336,5.8552,0.6435,0.9302,-3.4416,-0.1597,5.987,5.2077,0.5659,0.9756,-5.1432,4.4528,4.9517,6.4489,0.2999,0.4905,-7.6211,-5.3001,5.3336,5.9063,0.1542,0.3703,-11.6867,-2.6704,5.987,5.2437,0.052,0.611,-6.7139,-6.3859,4.9517,6.5178,0.1763,0.3281,0.8657,0.4752,0.9086,0.7523,0.9886,0.8093,0.9058,0.6165,0.9946,0.9164,0.764,0.6771,0.8634,0.7756
NA,"K03575",0,1,29.6916,138.3706,138.271,185.777,139.107,1,137.4455,1,137.283,1,"Gaussian",0.5294,NA,-2.3877,1.9199,0.2147,-4.9581,1.9275,0.0106,2.8603,-0.109,0.0609,0.9076,-1.6614,-3.2469,2.6056,2.8605,0.5242,0.2573,-0.7655,-3.6057,2.9237,2.5433,0.7936,0.1574,-3.6524,-0.2413,2.4264,3.16,0.1334,0.9392,-6.1234,-3.5334,2.6056,2.8855,0.0195,0.2218,-7.1272,-3.2932,2.9237,2.5609,0.0154,0.1995,-5.4935,-4.0383,2.4264,3.1937,0.0244,0.2072,0.6028,0.233,0.868,0.6846,0.7713,0.766,0.9572,0.4544,0.7895,0.8123,0.633,0.4492,0.9885,0.6987
NA,"K03578",0,0.4035,0.3285,11.6469,8.4168,79.259,8.653,0.4152,8.4532,0.4186,8.0157,0.3647,"log-Gaussian",0.6202,NA,-0.0369,0.0662,0.5772,-0.1088,0.0664,0.1027,0.0566,0.1511,0.0006,0.0419,0.0547,-0.1469,0.0895,0.0982,0.5412,0.136,-0.0223,-0.0479,0.1011,0.088,0.826,0.5868,-0.075,0.0273,0.0835,0.1088,0.3703,0.8021,-0.119,-0.0968,0.0895,0.0991,0.1847,0.3296,-0.1504,-0.0769,0.1011,0.0886,0.1382,0.3861,-0.0788,-0.1612,0.0835,0.1099,0.3466,0.1438,0.806,0.4848,0.8748,0.7633,0.7486,0.7942,0.9648,0.7734,0.9094,0.8735,0.7994,0.7854,0.963,0.6503
NA,"K03579",0.0029,0.1842,0,5.7621,2.6751,56.7768,2.9032,0.1871,2.2371,0.1977,2.7601,0.1647,"log-Gaussian",0.758,NA,-0.0172,0.0738,0.8156,0.0157,0.0741,0.8324,0.0411,0.0599,0.0082,-0.0487,-0.0266,-0.0057,0.1004,0.1101,0.7912,0.9589,0.0456,-0.0646,0.1128,0.0981,0.6862,0.5106,0.0649,-0.157,0.0929,0.1209,0.4853,0.1955,-0.0187,0.058,0.1004,0.1111,0.8521,0.6022,-0.0019,0.0292,0.1128,0.0988,0.9866,0.7679,0.0982,-0.1269,0.0929,0.1222,0.2912,0.3003,0.9232,0.9301,0.9546,0.9704,0.9955,0.8949,0.9344,0.9979,0.8918,0.9528,0.8607,0.7581,0.6919,0.764
NA,"K03580",0,0.1608,0.8682,7.2226,5.6233,40.1476,5.6115,0.1579,5.1523,0.1395,6.4554,0.1882,"Gaussian",0.6897,NA,-0.265,0.5189,0.61,-0.2477,0.521,0.6349,0.2294,0.626,0.01,0.1213,-0.367,-0.1406,0.7053,0.7742,0.6032,0.856,-0.0669,-0.4145,0.7936,0.6902,0.9329,0.5486,0.4028,-1.3993,0.6526,0.8499,0.5376,0.1009,-0.4074,-0.0517,0.7053,0.7809,0.564,0.9473,-0.2722,-0.2289,0.7936,0.6949,0.7319,0.7421,0.1916,-1.0053,0.6526,0.859,0.7694,0.2429,0.8234,0.8352,0.8951,0.8783,0.9716,0.9939,0.9891,0.9453,0.9023,0.9471,0.8841,0.9571,0.6078,0.7224
NA,"K03581",0,1,63.8209,187.2196,187.675,292.94,188.577,1,182.5065,1,186.338,1,"Gaussian",0.6754,NA,-4.828,2.6079,0.0652,-1.8353,2.6181,0.4839,2.8023,4.7493,0.2924,0.9337,-2.754,-7.3502,3.5356,3.8809,0.4367,0.0593,-5.0633,-4.6333,3.9696,3.4524,0.2033,0.1807,-6.6992,-1.6417,3.2862,4.2797,0.0425,0.7016,0.6238,-4.8534,3.5356,3.9148,0.8601,0.2162,-6.2097,1.5194,3.9696,3.4763,0.119,0.6624,-4.6217,2.989,3.2862,4.3254,0.1608,0.4902,0.4107,0.7615,0.8344,0.9732,0.7166,0.766,0.8127,0.7529,0.8048,0.9297,0.506,0.6652,0.9363,0.8633
NA,"K03584",0,1,37.672,173.8682,175.078,227.495,175.594,1,176.383,1,173.311,1,"Gaussian",0.5102,NA,-2.5206,2.0876,0.2283,-4.5658,2.0957,0.0302,2.4186,2.6638,0.2529,0.5635,-0.626,-4.787,2.826,3.1025,0.8249,0.124,-2.5795,-2.4659,3.1815,2.7677,0.4182,0.3737,-3.5443,-0.7865,2.6395,3.4376,0.1805,0.8192,-5.9156,-2.9136,2.826,3.1296,0.0372,0.3527,-7.6213,-2.2211,3.1815,2.7868,0.0173,0.4261,-4.4546,-4.7665,2.6395,3.4743,0.0926,0.1712,0.6167,0.3298,0.9624,0.7064,0.7468,0.8057,0.8797,0.4613,0.8658,0.8799,0.6794,0.6015,0.9648,0.6724
NA,"K03585",0,0.9737,5.7496,62.3312,51.1812,337.438,46.8259,0.9708,52.4081,0.9651,51.9378,0.9882,"Gaussian",0.5411,NA,3.4876,4.7683,0.4652,-5.8621,4.7871,0.2218,-7.1589,6.4549,0.1809,-1.373,-3.01,11.339,6.448,7.0786,0.641,0.1104,6.8355,0.9421,7.2813,6.3338,0.3487,0.8819,8.7628,-5.4456,6.0024,7.8173,0.1455,0.4866,-10.5078,-0.1375,6.448,7.1405,0.1043,0.9847,-1.4174,-9.2704,7.2813,6.3776,0.8458,0.1472,-6.6498,-4.4577,6.0024,7.9008,0.2689,0.5731,0.7516,0.6104,0.9075,0.7322,0.7382,0.9977,0.8577,0.9688,0.9756,0.7813,0.6519,0.7444,0.8607,0.895
NA,"K03586",0,0.1754,0.0809,6.2656,4.6156,47.4377,4.8352,0.1754,3.9695,0.186,4.3333,0.1647,"log-Gaussian",0.7455,NA,-0.1094,0.0593,0.0664,-0.0294,0.0596,0.6215,0.0618,0.2071,0.006,0.0362,-0.1571,-0.0514,0.0805,0.0883,0.0519,0.5612,-0.0959,-0.1193,0.0906,0.0788,0.2907,0.1312,-0.0814,-0.1566,0.075,0.0976,0.2785,0.1099,-0.078,0.0303,0.0805,0.0891,0.333,0.7345,-0.0954,0.0211,0.0906,0.0793,0.2932,0.7902,-0.0496,0.0057,0.075,0.0987,0.509,0.9543,0.4129,0.829,0.7149,0.7951,0.8782,0.9389,0.8414,0.8414,0.769,0.9569,0.7498,0.8725,0.6145,0.9909
NA,"K03587",0,0.9708,3.6441,26.1563,23.8595,92.0568,23.8594,0.9825,24.7918,0.9884,22.1308,0.9294,"log-Gaussian",0.6323,NA,-0.0062,0.0398,0.8766,-0.1283,0.0399,0.0015,0.0425,0.0976,0.0032,0.0244,0.0347,-0.0552,0.0539,0.0592,0.5199,0.3522,-0.0099,-0.0032,0.0606,0.0527,0.871,0.9519,-0.0167,0.0116,0.0503,0.0656,0.7401,0.8592,-0.139,-0.1155,0.0539,0.0597,0.0105,0.0542,-0.1896,-0.0814,0.0606,0.0531,0.002,0.1268,-0.1272,-0.1304,0.0503,0.0663,0.0121,0.0501,0.9502,0.1044,0.8659,0.6399,0.8057,0.7149,0.974,0.3776,0.9907,0.7614,0.9513,0.4006,0.9721,0.5344
NA,"K03588",0,1,47.7657,171.215,173.7575,213.059,175.923,1,172.6055,1,173.57,1,"Gaussian",0.4868,NA,-4.055,2.4046,0.0928,-4.3612,2.414,0.0719,2.8029,-0.2172,0.1857,1.0997,-1.226,-7.4877,3.2512,3.5694,0.7064,0.0368,-4.8639,-3.4264,3.6482,3.1738,0.1836,0.2813,-7.512,1.8137,3.0213,3.9348,0.0135,0.6452,-1.3482,-8.0638,3.2512,3.6006,0.6787,0.0259,-9.73,-0.241,3.6482,3.1957,0.0081,0.94,-6.0698,-1.4212,3.0213,3.9768,0.0455,0.7211,0.4724,0.426,0.9326,0.9225,0.7064,0.6849,0.8059,0.4214,0.8396,0.9891,0.4029,0.5158,0.9203,0.9433
NA,"K03589",0,1,50.9469,157.2739,157.943,213.74,158.173,1,159.335,1,154.317,1,"Gaussian",0.5495,NA,-1.6161,1.7547,0.3579,-3.7254,1.7616,0.0353,1.6005,2.2261,0.2814,0.2548,0.1093,-3.679,2.373,2.6052,0.9633,0.159,-1.4948,-1.6962,2.6687,2.3214,0.5758,0.4656,-1.644,-1.574,2.2187,2.8895,0.4594,0.5864,-5.1069,-2.0335,2.373,2.6279,0.0323,0.4397,-6.9327,-1.2648,2.6687,2.3375,0.0099,0.5889,-2.8225,-5.293,2.2187,2.9204,0.2044,0.071,0.6929,0.3436,0.996,0.6943,0.7523,0.8355,0.9093,0.4353,0.886,0.9094,0.8485,0.6966,0.8982,0.5734
NA,"K03590",0,0.9971,7.2368,48.5658,46.386,117.664,46.9872,1,46.386,1,45.4056,0.9882,"log-Gaussian",0.6882,NA,-0.0105,0.0369,0.7758,-0.0438,0.037,0.2377,0.0215,0.0121,0.0069,-0.0155,-0.0432,0.0288,0.05,0.0549,0.3886,0.5999,-0.0253,0.0006,0.0564,0.049,0.6542,0.9895,0.0148,-0.0534,0.0466,0.0607,0.751,0.379,-0.076,-0.004,0.05,0.0553,0.1298,0.9424,-0.0492,-0.0396,0.0564,0.0494,0.3832,0.423,-0.03,-0.0676,0.0466,0.0613,0.52,0.2712,0.9066,0.6277,0.8125,0.7486,0.8945,0.9922,0.9284,0.872,0.9981,0.8799,0.9534,0.8768,0.8055,0.7464
NA,"K03592",0,0.4942,0.7979,12.0876,9.8786,46.7858,9.7564,0.4854,10.3348,0.5349,9.1463,0.4706,"log-Gaussian",0.8098,NA,0.0271,0.0483,0.5748,-0.0333,0.0485,0.4936,0.0152,0.13,0.0161,0.0054,0.0023,0.0575,0.0656,0.072,0.9723,0.4246,0.0106,0.0398,0.0739,0.0642,0.8864,0.5358,0.0426,0.0013,0.0607,0.079,0.4828,0.9865,-0.0786,0.0224,0.0656,0.0726,0.2316,0.758,-0.0704,-0.0048,0.0739,0.0647,0.3415,0.9409,-0.0965,0.0765,0.0607,0.0798,0.1129,0.3387,0.8055,0.7653,0.9968,0.766,0.8286,0.9432,0.9771,0.8563,0.8984,0.9891,0.8601,0.6175,0.9982,0.7808
NA,"K03593",0,1,48.6799,158.4784,159.611,207.612,159.558,1,160.558,1,159.611,1,"Gaussian",0.4351,NA,-1.4395,2.0789,0.4892,-4.4721,2.087,0.033,1.9694,2.5696,0.1621,0.636,1.1568,-4.5468,2.8087,3.0838,0.6808,0.1415,-0.768,-1.9436,3.1768,2.7639,0.8091,0.4825,-2.4806,0.3255,2.6285,3.4233,0.3461,0.9243,-5.63,-3.062,2.8087,3.1107,0.046,0.3258,-5.555,-3.6403,3.1768,2.783,0.0815,0.1919,-4.577,-4.2976,2.6285,3.4598,0.0827,0.2152,0.7627,0.3363,0.9232,0.713,0.7486,0.7929,0.9616,0.6938,0.8891,0.8093,0.7854,0.5904,0.9871,0.7042
NA,"K03594",0.0058,0.345,0,9.9315,8.0653,70.3761,8.2231,0.3509,8.8386,0.3837,7.3648,0.2941,"Gaussian",0.6286,NA,0.1281,0.7558,0.8655,-1.5323,0.7588,0.0444,-1.0455,1.2795,0.0615,-0.0824,-0.3631,0.7117,1.0244,1.1245,0.7233,0.5273,0.1618,0.097,1.1481,0.9986,0.8881,0.9227,0.0639,0.2421,0.9526,1.2406,0.9466,0.8454,-1.0665,-2.0998,1.0244,1.1344,0.2988,0.0653,-0.0265,-2.6872,1.1481,1.0055,0.9816,0.008,-2.3204,-0.1652,0.9526,1.2539,0.0155,0.8953,0.9444,0.3664,0.9355,0.7827,0.869,0.7222,0.9776,0.9963,0.9858,0.4214,0.9896,0.4125,0.97,0.9797
NA,"K03595",0,1,49.9609,165.6001,167.0175,223.489,167.726,1,165.2215,1,167.286,1,"Gaussian",0.5574,NA,-4.1008,1.8952,0.0313,-3.7912,1.9026,0.0473,2.2452,4.0152,0.232,0.6944,-2.7182,-5.7711,2.5732,2.825,0.2918,0.042,-4.9753,-3.4282,2.8852,2.5097,0.0858,0.1731,-5.0556,-2.4756,2.3951,3.1193,0.0357,0.4281,-3.478,-4.1745,2.5732,2.8496,0.1776,0.1441,-7.1206,-1.2373,2.8852,2.5271,0.0142,0.6248,-4.8376,-1.9828,2.3951,3.1526,0.0444,0.5299,0.3319,0.3742,0.7804,0.7583,0.713,0.7486,0.6968,0.4518,0.7982,0.9196,0.4844,0.5144,0.8318,0.8815
NA,"K03596",0,1,47.5266,141.4971,141.7095,186.202,141.601,1,142.201,1,141.117,1,"Gaussian",0.5285,NA,-2.2319,1.6614,0.1802,-3.7267,1.6679,0.0263,0.8596,2.7219,0.3446,0.215,-0.6387,-4.1481,2.253,2.4735,0.777,0.0947,-2.7115,-1.8609,2.5316,2.2023,0.2851,0.3989,-3.4456,-0.1711,2.0989,2.7335,0.1018,0.9501,-3.8678,-3.5562,2.253,2.4951,0.0871,0.1552,-6.3267,-1.7316,2.5316,2.2176,0.013,0.4355,-4.3471,-2.6593,2.0989,2.7627,0.0393,0.3366,0.5758,0.3177,0.9494,0.7246,0.7321,0.7523,0.8396,0.4518,0.8759,0.8814,0.6093,0.495,0.9905,0.7801
NA,"K03601",0,1,51.66,151.0051,149.696,217.342,149.87,1,150.5825,1,148.391,1,"Gaussian",0.5773,NA,-1.3387,1.7844,0.4538,-4.9029,1.7914,0.0066,1.0256,4.2864,0.3703,0.6424,0.3963,-3.4172,2.417,2.6535,0.8699,0.1989,-2.0838,-0.7615,2.7094,2.3568,0.4425,0.7469,-2.8938,1.2961,2.2517,2.9325,0.1998,0.6589,-5.7517,-3.8656,2.417,2.6766,0.018,0.1498,-8.828,-1.892,2.7094,2.3731,0.0013,0.426,-4.7244,-5.2245,2.2517,2.9638,0.0368,0.0791,0.7467,0.1947,0.9763,0.6846,0.766,0.7503,0.8817,0.3433,0.9482,0.8799,0.6935,0.4864,0.9236,0.5844
NA,"K03602",0,1,73.8231,219.0612,217.4125,305.968,216.772,1,220.1825,1,215.856,1,"Gaussian",0.6004,NA,-1.9604,2.783,0.4818,-5.8321,2.7939,0.0378,2.7829,6.2231,0.6551,1.1587,0.0611,-4.3794,3.7759,4.1452,0.9871,0.2917,-4.255,-0.2004,4.2142,3.6657,0.3135,0.9564,-4.0885,1.6429,3.5136,4.576,0.2456,0.7199,-6.9923,-4.4146,3.7759,4.1814,0.0651,0.292,-13.0971,-0.2599,4.2142,3.6911,0.0021,0.9439,-5.365,-6.6582,3.5136,4.6249,0.128,0.1511,0.7602,0.3519,0.9978,0.7222,0.7804,0.7804,0.8505,0.3809,0.9916,0.9896,0.7246,0.6269,0.9433,0.6548
NA,"K03605",0.0029,0.231,0,8.1425,5.8927,70.7605,6.3292,0.2749,5.1131,0.1744,5.8037,0.2,"log-Gaussian",0.6754,NA,-0.0713,0.0549,0.1954,-0.1057,0.0551,0.0562,0.0619,0.1892,0.0102,-0.0083,-0.059,-0.0862,0.0746,0.0819,0.43,0.2938,-0.1317,-0.0255,0.0838,0.0729,0.1173,0.7268,-0.0137,-0.1687,0.0691,0.09,0.843,0.0619,-0.0946,-0.1193,0.0746,0.0826,0.2061,0.1499,-0.1489,-0.0726,0.0838,0.0734,0.0768,0.3233,-0.1257,-0.0707,0.0691,0.0909,0.0701,0.4377,0.5868,0.3904,0.8318,0.766,0.7808,0.7503,0.7508,0.6821,0.9435,0.8536,0.9699,0.5723,0.5634,0.8374
NA,"K03606",0,1,12.827,67.6517,67.4711,116.447,67.5344,1,67.6324,1,67.3763,1,"Gaussian",0.6495,NA,-0.198,1.5576,0.899,0.3394,1.5638,0.8283,-0.9563,-8.3547,-0.2316,-0.1337,-0.3114,-0.0715,2.1162,2.323,0.8831,0.9755,1.4225,-1.4236,2.3784,2.0686,0.5503,0.4919,-0.1861,-0.2131,1.9701,2.5657,0.9248,0.9339,1.1031,-0.5946,2.1162,2.3433,0.6026,0.7999,0.8533,-0.0547,2.3784,2.083,0.72,0.9791,-0.2791,1.4118,1.9701,2.5931,0.8874,0.5866,0.9594,0.9292,0.9782,0.8949,0.9968,0.9568,0.9028,0.9412,0.8911,0.9956,0.9871,0.9787,0.9884,0.8982
NA,"K03608",0,1,10.0127,101.5546,102.295,190.615,103.411,1,103.77,1,100.734,1,"Gaussian",0.6562,NA,-2.4279,2.2229,0.2757,-0.583,2.2317,0.7941,3.9305,-11.8309,-0.2583,0.7075,-2.6203,-2.214,3.0189,3.3138,0.3862,0.5046,-4.6391,-0.7562,3.3952,2.953,0.173,0.7981,-4.4831,1.061,2.8048,3.6528,0.1111,0.7717,0.785,-2.2564,3.0189,3.3428,0.795,0.5003,-1.0495,-0.2254,3.3952,2.9735,0.7575,0.9396,-1.3166,0.6737,2.8048,3.6918,0.6392,0.8553,0.6475,0.9141,0.8125,0.9559,0.8598,0.8579,0.7982,0.9506,0.958,0.9891,0.6151,0.9182,0.9571,0.9717
NA,"K03609",0,1,27.8829,90.9108,92.6748,154.229,92.951,1,92.1465,1,92.2918,1,"Gaussian",0.5808,NA,-2.648,1.8008,0.1426,0.1653,1.8079,0.9272,3.4105,-5.9449,-0.0263,0.47,-2.8567,-2.4031,2.4477,2.687,0.2442,0.3719,-3.7573,-1.8116,2.7521,2.3939,0.1733,0.4498,-4.1099,-0.1636,2.2732,2.9605,0.0717,0.956,0.5399,-0.2913,2.4477,2.7105,0.8256,0.9145,0.5949,-0.1646,2.7521,2.4105,0.829,0.9456,-0.7329,1.7118,2.2732,2.9921,0.7474,0.5677,0.5378,0.9715,0.7689,0.9627,0.8097,0.9863,0.7982,0.9656,0.882,0.9901,0.574,0.9528,0.9912,0.8927
NA,"K03610",0,1,11.4317,52.1342,51.8292,93.9192,51.3414,1,50.969,1,53.4749,1,"Gaussian",0.5199,NA,-1.2837,1.3592,0.3458,1.6246,1.3645,0.2348,2.6365,-5.0151,0.0266,0.4904,-2.2361,-0.1455,1.8442,2.0246,0.2264,0.9428,-3.7342,0.5706,2.0687,1.7996,0.0722,0.7514,-1.4793,-0.9544,1.7192,2.239,0.3903,0.6702,2.0491,1.1094,1.8442,2.0423,0.2675,0.5874,0.834,2.2301,2.0687,1.8121,0.6872,0.2195,2.0248,0.9284,1.7192,2.2629,0.2399,0.6819,0.6863,0.6237,0.766,0.7719,0.9922,0.8881,0.6733,0.9349,0.949,0.8223,0.81,0.7205,0.9276,0.9334
